prediction,actual
"by michele mcphee daily news police bureau chief

monday, november 24th 2003, 1:03am

they strut the streets of chinatown and flushing in packs, knives secreted in satin jackets, biceps tattooed with dragons. these kids are mostly into gang assaults right now, but we know they are organizing and the larger gangs have an eye on them."" but the daily news has learned that the nypd is forming an asian-crime task force to deal with the gang and an influx of criminal activity in the immigrant chinese community. and a dozen lawyers, restaurant owners and doctors with offices in chinatown have been the victims of violent push-in robberies in recent months. 30, brothers eddie and omar donis were standing outside a duane reade drugstore in flushing when they were set upon by at least a dozen american eagles members who beat them with baseball bats before slashing them with knives and broken bottles, according to a criminal complaint. are going around terrorizing people,"" said hoffman, 15.","they strut the streets of chinatown and flushing in packs, knives secreted in satin jackets, biceps tattooed with dragons. the teen thugs call themselves ""a-e""for american eagles or asian empire, and they mark a resurgence of organized chinese street gangs. ""this is the first new asian gang we've seen since all the heads of the flying dragons and ghost shadows went to jail,""said one"
"new york - jamie dimon, chairman and chief executive of jpmorgan chase, used his annual letter to shareholders to rail against “contrived’’ and confusing financial rules that he said may stymie lending. he championed the use of derivatives and the right of banks to lobby lawmakers and hailed the us economy and corporations as engines of job growth. “jamie has taken on this mantle of defending this entire industry,’’ said michael driscoll, who worked for dimon as a trader at the smith barney brokerage and is now visiting professor at adelphi university in garden city, n.y. “ simplicity, clarity, and speed would be better for the system and better for the economy.’’","jamie dimon, chairman and chief executive officer of jpmorgan chase, used his annual letter to shareholders to rail against “contrived’’ and confusing financial rules that he said may stymie lending."
"inside the darkened shell of the original filene’s store, debra taylor blair glimpsed the beginning of a new life for downtown boston. promised for years, the revitalization of the city’s long-struggling downtown is ­finally underway, with construction of residential towers transforming the largely commercial area into a full-blown neighborhood. every day i get a phone call about someone else who wants to open here.” two residential towers are under construction and a third is planned at filene’s, where developers have won approval for a 625-foot apartment and condominium tower that will become a new marker on the downtown skyline. lisa macalaster, a sales associate with coldwell banker residential brokerage, said that downtown is finally emerging as a viable housing alternative to boston’s other neighborhoods, where a shortage of available units is pushing buyers to look elsewhere. the downtown’s renaissance remains a work in progress, however. “we’re finding a greater awareness of all the things going on in this part of the city,” said wayne lopez, the building’s sales director. “","promised for years, the revitalization of the city’s long-struggling downtown is finally underway, with construction of new residential towers transforming the largely commercial area into a full-blown neighborhood. the supply of housing is planned to double to more than 10,000 units in coming years, according to the boston redevelopment authority, which is also seeing a sudden influx of new retail shops and restaurants."
"chris hansen, the arena investor who wants to bring the nba and nhl to town, says seattle is one of the best -- if not the best -- cities in the country in which to start up two more teams. the population is more affluent than the average, there are lots of nba fans and seattle is the 12th-biggest u.s. that ends up being arithmetically impossible."" but it should be noted that, these days, attendance is no longer the largest factor in a sport's team's financial success. ""the fact that sports traffic affects sodo is reflected in the data,"" said doug macdonald, former washington state secretary of transportation, who did his own analysis of potential arena traffic. if you add that to the number of weekday mariners, sounders and seahawks games that already occur, there would be 136 to 180 weeknight events in sodo per year. the port should clarify, he said, how shipping traffic might be affected if most cargo loading and unloading stops at 4:30 p.m. hansen has said arena traffic wouldn't be an issue for the port because most games wouldn't start until 7 p.m.

meanwhile, conway said, seattle's shipping industry is facing steeper competition from other ports and could be under threat by the widening of the panama canal. under the agreement, the city and county would contribute $200 million total, obtained via bonds, to the arena project if hansen can nail down both an nba and nhl team. the city's share is $120 million; the county's is $80 million. and the arena would still be capable of hosting professional hockey if seattle eventually got an nhl team. but beyers said it is still unknown how a new sports arena with two new teams would affect the economy of the entire region. nick eaton can be reached at 206-448-8125 or nickeaton@seattlepi.com. follow him on twitter at twitter.com/njeaton.","<p>chris hansen, the arena investor who wants to bring the nba and nhl to town, says seattle is one of the best -- if not the best -- cities in the country in which to start up two more teams. but an expert panelist for the king county council says seattle is  actually the third-worst city in the country for adding two more teams.</p>"
"acquia, a burlington company that sells software and services for web publishers and e-commerce businesses, looks like it’s taking another step on the road to an initial public offering. the new england patriots site is among those that run on drupal, which can be thought of as a business-focused competitor to the popular web publishing software wordpress. komola’s experience at staples, one of the larger online sellers in the united states, will help the company as it continues to seek more e-commerce business, erickson said. “","the company has appointed christine komola, the chief financial officer of staples inc., to its board of directors. komola also will be the first chairwoman of acquia’s audit committee."
"a 380kg welsh woman, who was once dubbed “the fattest teenager in britain”, had to be lifted from her house in a crane so paramedics could rush her to hospital for vital treatment. it was a complete meltdown, everyone stopped,” one neighbour told walesonline.co.uk. ms davis has battled the bulge for much of her life and was sent to fat camp in 2008 after her weight ballooned out to 63 stone – 400kg.","a 380kg welshwoman, who was once dubbed &ldquo;the fattest teenager in britain&rdquo;, had to be lifted from her house in a crane so paramedics could rush her to hospital for vital treatment."
"bill madison's office at the dispute resolution center boasts five pictures and ornaments depicting an emaciated don quixote riding into the thick of the human muddle on top of his dilapidated steed, rocinante. madison's affinity for the quirky knight-errant may not be a coincidence since he and his staff spend long workdays in the office at 425 west 144th street trying to wrest peace pacts from the hundreds of litigious quarrels that are brought to him by feuding neighbors, landlords, tenants, employers, employees, lovers, married couples and friends. the center's mediators are laymen trained to listen and to be objective and the staff of 30 usually spends a couple of hours on a case, mr. if the pact is violated, the case can then go to court. warren says the dispute deals with a charge of ''excesive noise,'' one of the most common of the center's complaints and one mr. the antagonism had grown until the two women ended up fighting in the elevator of their building. if they're fighting and fussing in the hallway we haven't done our job,'' the director says. hans says she was rude, calling him a ''rent gouger.''","bill madison's office at the dispute resolution center boasts five pictures and ornaments depicting an emaciated don quixote riding into the thick of the human muddle on top of his dilapidated steed, rocinante.   mr. madison's affinity for the quirky knight-errant may not be a coincidence since he and his staff spend long workdays in the office at 425 west 144th street trying to wrest peace pacts from the hundreds of litigious quarrels that are brought to him by feuding neighbors, landlords, tenants, employers, employees, lovers, married couples and friends.   the five-year-old center operates, according to its brochure, ''as an alternative to arrest and prosecution for cases involving crimes between relatives, friends and neighbors.'' it utilizes the techniques of labor arbitration and it has the blessing of the police department, the offices of the district attorneys and the city's courts because it helps ease congested court calendars. all three refer cases to the center."
"it is as something of a flash in the pan that i see the project of otis elevator and another company in westchester looking into cogeneration for more economic energy (''study rejects joint energy plan,'' sept. cogeneration and district heating is working many areas of new york city boroughs, but consolidated edison has op posed it for very real economic reasons - that it cuts into its cust omer base and, the argument goes, contributes to pollution. carol higgins bronxville --------------------------------------------------------------------- the times welcomes letters from readers. letters for publication should include the writer's name, address and telephone number.","it is as something of a flash in the pan that i see the project of otis elevator and another company in westchester looking into cogeneration for more economic energy (''study rejects joint energy plan,'' sept. 20). united technologies corporation, its parent company, has had an engineering project looking into cogeneration technology near washington, d.c., under a contract with the department of energy. it also has an energy group on the west coast, looking into windmill power."
"it's encouraging when schools such as louis d. brandeis high school in manhattan can excite students from poor minority neighborhoods with great literature. he was asked to write what he had learned from richard wright's ''black boy.'' i take knives, sticks and chains every time i leave the house.","criminal classic lesson   it's encouraging when schools such as louis d. brandeis high school in manhattan can excite students from poor minority neighborhoods with great literature. what was even more striking in deirdre carmody's report about brandeis in the times, though, is not the words of literary giants but those of a young man from harlem."
"the mobil oil corporation has made its mark in the advertising world as a tough media street fighter that has pioneered an aggressive style of advertising in explaining oil industry profits, pricing and policy decisions. it was a serious public relations mistake. on closer scrunity, mobil said, it now agreed with state officials who had contended that mobil had misunderstood such key provisions of the legislation as its starting date and the fact that much of the tax fell on retail dealers, not on mobil. ''i think they wanted to make a dramatic point. a lot could have been done behind the scenes, but they didn't choose to do so. and you'd better think that out, so it is not an apparent raw grasp for money.'' there are some admirers

despite this, some public relations experts said yesterday that mobil's stance had been effective in shaping public opinion more favorably toward the oil companies and had encouraged other oil companies to adopt more forceful advertising campaigns. i'm an admirer of mobil as a whole,'' said graham h. phillips, managing director of olgilvy & mather. ''","the mobil oil corporation has made its mark in the advertising world as a tough media street fighter that has pioneered an aggressive style of advertising in explaining oil industry profits, pricing and policy decisions.   public relations experts have generally given mobil high marks for its techniques. but yesterday, many said mobil might have overplayed its aggressiveness and embarrassed itself with a series of price reversals this week in response to new state taxes on oil companies.   ''it looked like they were out to gouge the public,'' said an executive vice president at one of the largest public relations firms in new york. ''it was a serious public relations mistake. they ended up going through a lot of grief they didn't have to.''"
"a wild patience has taken me this far poems 1978-1981. impatiently, my mother used to say to me when i was young, why is all the poetry you like about sex and death? but we are men and women both, are we not? the poems of ''a wild patience'' are not, i think, a whole new poetry, for the uses she makes of language as naming and knowing, of the self in a given and specific place, and of history as an act of the learned and remembering mind have been in her work from the beginning of her career thirty-odd years ago. there is a politics at work here which is romantic and personal, for she speaks again and again as part of a couple, praising this relationship not only for what it is they share, but also for its charge to her imagination: upstairs, long silence, then again, the sudden torrent of your typing rough drafts we share, each reading her own page over the other's shoulder trying to see afresh an energy i cannot even yet take for granted: picking up a book of the nineteenth century, reading there the name of the woman whose book you found in the old town athenaeum beginning to stitch together","a wild patience has taken me this far poems 1978-1981.  by adrienne rich.  61 pp. new york: w.w. norton & co.  cloth, $12.95. paper, $4.95.     impatiently, my mother used to say to me when i was young, why is all the poetry you like about sex and death? maybe she said love and death, but i don't think so. had she added nature she would have defined for me the major themes of lyric poetry. she wrote occasional poems, observing the beginning of a season, honoring a marriage or a child's birth. sometimes they were little life histories with a moral point: this was the way life was to be lived, against these odds, at this cost. but whatever the poems were about, they were grounded in female experience, they were personal and they were deeply felt.  ordinary life, she insisted, was to be celebrated, the past was to be used and remembered, and conduct was judged.   adrienne rich's poetry is not occasional, but its intent is precisely to celebrate, to bear witness and to forge connections between women's lives and their histories. and it is surely about sex: ''two women sleeping/ together have more than their sleep to defend.'' we are trying to live in a clearheaded tenderness- i speak not merely of us, our lives are 'moral and ordinary' as the lives of numberless women- it is also fiercely judgmental.  ...when did we ever choose to see our bodies strung in bondage and crucifixion across the exhausted air when did we choose to be lynched on the queasy electric signs of midtown when did we choose to become the masturbator's fix"
"thomas hart benton, the american regionalist painter who was jackson pollock's teacher and harry s. truman's favorite artist, has long been associated in the public ken with the earthy art and people of his native missouri and middle west. benton, who spent long periods in europe assimilating its splendors and styles, says that before discovering the vineyard, he lived ''15 years on my beam-end, rocked by every wave that came along.'' more repertorial than analytical

the biography, more reportorial than analytical, supplements a more comprehensive study of the artist's life and work, matthew baigell's ''thomas hart benton,'' published by abrams. but in my taped interviews with him in the last summer of his life, he told me that the stalinist period later proved him right when he turned his back in 1928 on the use of art as social propaganda.'' it began in 1920, when several fellow-artists and critics in new york, including william scott and thomas craven, informed benton and his future wife, rita piacenza, that a lobsterman's shack could be rented there for as little as $10 a month. craven engaged in activities from boating to basketball. he basked in the spotlight and blasted his artistic adversaries. it's getting more respectable than when curry, grant and i'' - referring to his fellow artists john steuart curry and grant wood -''were trying to attain the american expression, each in our own way.","thomas hart benton, the american regionalist painter who was jackson pollock's teacher and harry s. truman's favorite artist, has long been associated in the public ken with the earthy art and people of his native missouri and middle west. the muralist depicted farmers' scything hay, gaunt ozark hillbillies, black sharecroppers, soldiers in honkytonks, miners hunched over from years in the pits and riverboats on the mississippi.   another view of his work emerges in a biography that emphasizes a less well-known aspect of his creative life -painting the islanders and coastal scenes of martha's vineyard, where he spent his summers from 1920 until his death in 1975 at the age of 86. ''thomas hart benton: a portrait'' by polly burroughs is published by doubleday."
"the last major scheduled test of the space shuttle columbia was completed yesterday, but space agency officials said that they would not know until late tomorrow if the refurbished insulation on the huge shuttle tank withstood the fueling exercise. they spent much of the week practicing landings in aircraft at edwards and training in shuttle simulators at the johnson space center at houston.","the last major scheduled test of the space shuttle columbia was completed yesterday, but space agency officials said that they would not know until late tomorrow if the refurbished insulation on the huge shuttle tank withstood the fueling exercise.   preliminary inspections, conducted while the 15-story-high external tank was being filled with supercold propellants, disclosed no evidence that any of the cork-epoxy insulation had come unglued, george f. page, the launching director at the kennedy space center in florida, reported. in a similar fueling operation last january, several large patches of insulation came loose, setting back launching plans and requiring $2.5 million worth of repairs."
"21— this old german seafaring city has been watching the political winds since the 13th century and observes the present east-west storm with a very canny eye. but even here there is relief that washington has finally offered a plan for negotiating a pause in the arms race. reagan's speech did not quell the anxiety but it certainly helped. we have been listening to radio moscow here in hamburg these last few days. reagan's proposals worth considering -all this directed from moscow at the leaders of the anti-nuclear demonstrators in west germany. just as it rejected the marshall plan as a trap, and the baruch, acheson, lillienthal and eisenhower plans for the control of nuclear weapons as american tricks to dominate europe and therefore threaten the soviet union, so it is now condemning the reagan proposals as another u.s. reagan is trying to create with his negotiating proposals.",this old german seafaring city has been watching the political winds since the 13th century and observes the present east-west storm with a very canny eye.   over half of it was totally destroyed in the last world war and has now been restored and modernized with exquisite taste. it is only 20 miles from the soviet tanks in communist east germany. it is also a center of the popular west german publishing houses that have dramatized the european anti-nuclear peace demonstrations.
"california (al) - optioned john d'acquisto, pitcher, to salt lake city farm club.","baseball   california (al) - optioned john d'acquisto, pitcher, to salt lake city farm club."
"san salvador, may 5— president alvaro magana installed his new cabinet tuesday night, and it gave virtually equal representation to the three major political parties, as he had promised. 2 other ministers retained

others retaining their posts were minister of labor julio alfredo samayoa, secretary general of the christian democrat, and treasury minister jorge eduardo tenorio, an independent. guerrero, a skilled politician, is expected to use it fully.","president alvaro magana installed his new cabinet tuesday night, and it gave virtually equal representation to the three major political parties, as he had promised.   mr. magana, in a swearing-in ceremony at the presidential palace, said the appointments were a sign that the government was ''continuing to consolidate its efforts for true national unity.''   four cabinet ministers retained the posts they had held under the civilian-military junta, including the defense minister, gen. jose guillermo garcia, and the foreign minister, fidel chavez mena, a ranking member of the centrist christian democratic party."
"14— the sinister christmas issue of a communist party paper blaming poland's troubles on jews provides a glimpse of the power struggle under military rule. anti-semitic graffiti have appeared in warsaw. leading solidarity advisers have been accused of links with ''zionist centers.'' olszowski has played a wavering role in the polish upheaval, sometimes appearing as a moscow favorite and sometimes claiming moderate views, but always managing to scramble to the winning side. there are hardly any jews left in poland. but it is also a general reminder that historic injustice evoked as a pretext to perpetuate hatred serves only the cause of injustice. each has suffered and inflicted suffering. ugly as the use of anti-semitism is - in poland of all places, where millions of jews were murdered by the nazis - there are ironies that illuminate the present situation.","the sinister christmas issue of a communist party paper blaming poland's troubles on jews provides a glimpse of the power struggle under military rule.   the paper, the voice of szczecin, was published under strict censorship so presumably it has police as well as official party endorsement. it said jews had been causing trouble for poland since 1947, and recently tried to take power through dissidents.   this kind of smear is not new. anti-semitic graffiti have appeared in warsaw. leading solidarity advisers have been accused of links with ''zionist centers.'' a shadowy organization called grunwald emerged a year ago distributing nationalist and anti-semitic propaganda in a way that to many poles smacked of police provocation. grunwald was the site of a battle in 1410 when the poles beat the teutonic knights, a medieval symbol."
"by some accounts, it dates from the 1920's, but many people believe it actually got started when the author carter g. woodson founded negro history week in the 1930's, designating it the second week in february. information: (609) 771-2467 or (609) 771-2264. on the 18th at 8:15 p.m., ossie davis and ruby dee, the actors, will appear in ''inside/out,'' a two-person celebration of the black experience that includes everything from traditional african folk tales and spirituals to modern black poetry. tickets are free and may be picked up at the student activities office in the college center building or the theater box office. the museum is getting started saturday with an exhibit of paintings and sculpture. children's programs are scheduled on saturdays, with a performance at 1:30 this saturday of ''benjamin banneker,'' a historical play for youngsters on an 18th-century black astronomer and scientist who became a symbol for the abolitionist argument for racial equality. the newark public library has scheduled several lectures and discussions. it includes photographs, flyers, books, posters, magazines and other items. a gallery talk, ''the art of the dogon, yoruba and senufo,'' will be given tuesday at 7 p.m. by professor douglas fraser of the art history department at columbia university. the college is at 505 ramapo valley road (route 202). hours are 10 a.m. to 5 p.m. tuesday to saturday and 1 to 5 p.m. sunday.","by some accounts, it dates from the 1920's, but many people believe it actually got started when the author carter g. woodson founded negro history week in the 1930's, designating it the second week in february.   whatever its origin, black history month has become a tradition each february, bringing with it special performances, films, lectures, exhibits and celebrations, many of them free.   here is a sampling of the offerings scheduled this year: the celebrations open with flair tomorrow night in ''an evening with geoffrey holder,'' the actor, director, dancer, choreographer, impressionistic painter, designer, composer and author. mr. holder is said to do ''a little bit of everything'' in the evening, all of it amusing and entertaining. he will appear at kendall hall of trenton state college at 8 p.m., and admission is $1.   nikki giovanni, the poet, will appear at the college on feb. 17 with a creative writing session at 1 p.m., an autograph session at 4 p.m. and a lecture and poetry presentation at 8 p.m. in the brower student center ($1)."
"media giant sony have acquired the online video startup grouper, according to a press release. sony have paid the hefty sum of $65 million in cash - far more than any of the so-called ""web 2.0"" acquisitions to date - reinforcing that video is the hot space right now. it's also worth noting that grouper's content is fairly edgy, and it lists even more copyrighted content than its rival - the top rated videos are currently full episodes of south park, the simpsons and family guy.","media giant sony have acquired the online video startup grouper, according to a press release. the current management will stay on at grouper, working with a team at sony pictur..."
"about a year ago, apple announced it would make your home a lot smarter with its siri-controlled homekit. the comments from the apple spokesman contrast with a report in fortune on thursday that stated homekit would be delayed until september.","third-party devices enabled with homekit are slated to come to market in june, an apple spokesman told the wall street journal."
"and allergan plc, the maker of botox, are considering a merger, the wall street journal reported, setting the stage for what could be one of the largest deals in the drug industry’s history. pfizer recently approached allergan and the process is at an early stage, the journal said, citing people familiar with the matter. a transaction between the two drug makers, which have a combined market value exceeding $330 billion, could cap a busy year for deals in the pharmaceutical industry, with more than $200 billion in transactions announced. pfizer’s shares have risen 14 percent this year, and allergan’s have gained 12 percent, both outperforming the standard & poor’s 1.5 percent advance.","pfizer inc. and botox-maker allergan plc are considering a merger, the wall street journal reported, setting the stage for what could be one of the largest deals in the drug industry’s history."
"frankfurt, aug 11 (reuters) - european exporters glimpsed the possible progressive erosion of lucrative benefits from the weak euro on tuesday, as china's surprise devaluation made foreign goods more expensive for its consumers and corporate customers. sectors with the highest exposure are basic resources, personal and household goods, technology, chemicals and autos. the exporter-heavy german blue-chip dax fell 2.7 percent, with automakers daimler, bmw and volkswagen leading the way as china's car industry association reported the biggest monthly drop in vehicle sales in 2-1/2 years, even before any devaluation impact. evercore autos analyst arndt ellinghorst said the 2 percent devaluation would not be material for german carmakers, with zero impact this year thanks to hedging and an operating profit impact of around 1 percent next year. ""the timing certainly aligns with current efforts to further prop up growth in non-financial sectors,"" wrote ihs global insight china economist brian jackson. ""move up a little bit further and you can start thinking about medical equipment, where we have been very cautious about the chinese domestic landscape for philips and siemens, but this increases the attractiveness for domestic players to start to export,"" he said.","frankfurt, aug 11- european exporters glimpsed the possible progressive erosion of lucrative benefits from the weak euro on tuesday, as china's surprise devaluation made foreign goods more expensive for its consumers and corporate customers. china is the second-biggest buyer of eu goods after the united states, accounting for 14 percent of exports from the..."
"11/24/2015 at 04:20 pm est

in tyler shields' new star-studded, marie antoinette-era photo series

, and people has an exclusive first look at the

actress rocking a powdered wig and period costume.","decadence opens at the maddox gallery in london on feb. 4, 2016."
"01/19/2016 at 08:05 pm est

reeling from the news of

is longtime friend and fellow musician

""i knew him for 50 years,"" an emotional seger told

. "" the two detroit natives met during the 1960s when they were both working the local music scene. he wrote those chords,"" seger said of the eagles' guitarist's skills on the piano – adding that he was classically trained from a young age. he used to tell me that, 'every single track's gotta be good. about a month ago, they had to throw up their hands."" ""every time i saw him in the last 10, 11 years, he was so grateful to the fans,"" he told

. ""","""he had a drive, an imagination and a talent that was just titanic,"" seger tells billboard"
"from bookmakers to ""super bowl squares"", gambling on the outcome of the super bowl is big business.here's a look at some of the more unusual proposition bets (wagers on a very specific outcome) that are being taken on the ""big game"" by one of the premier online gambling sites, bodog.com this year for the indianapolis colts vs. new orleans saints matchup in miami, fl on sunday, february 7th.by brian beers, senior producer for cnbc.com","here's a look at some of the more unusual proposition bets that are being taken on the ""big game"" by one of the premier online gambling sites, bodog.com this year."
"a massachusetts-based startup is aiming to launch a ride-hailing service where all the drivers — and customers — are women. in an e-mail to the globe, pelletz said chariot for women fares would be comparable to competitors like uber and lyft, but without the surge pricing. in february, a former uber driver was convicted in boston of assaulting a 21-year-old woman while she was a passenger in his vehicle.",a massachusetts-based startup is aiming to launch a ride-share service where all the drivers — and customers — are women.
"manager, strategic maintenance and material planning, jetblue airways

tim russo had never really known anyone with autism before. 454), gave harris his contact information. i know it sounds unbelievable,” deb harris, jason’s mom, says. “ russo – and many other employees at jetblue who have gotten to know jason, now 16, over the years – is working with the harris family to discuss jason’s career path, and his promising future in aviation. “","location: queens, n.y.
 
tim russo had never really known anyone with autism before. but in september 2013, when he was volunteering at jetblue’s blue horizon for autism event, which lets fa..."
"bernie sanders said tuesday that his primary bid against hillary clinton was far from over, pointing to his victory in indiana and strength in upcoming races as a sign of his durability in the presidential campaign. sanders spoke to the ap after he defeated clinton in indiana’s primary, predicting that he would achieve “more victories in the weeks to come” in west virginia, kentucky, oregon and california. “there is nothing that i have said about secretary clinton that the republicans are not more than aware of. they will be talking about the clinton foundation.”",hillary clinton is more than 90% of the way to clinching the democratic nomination.
"if comedian eddie griffin didn't know the n-word was banned and buried, he found out when the publisher of black enterprise magazine pulled the plug on his raunchy standup routine. ""we at black enterprise will not allow our culture to go backward,"" graves said. ""","if comedian eddie griffin didn't know the n-word was banned and buried, he found out when the publisher of black enterprise magazine pulled the plug on his raunchy standup routine."
"17— as jury selection in the murder case against o. j. simpson entered its fourth day, a sister of nicole brown simpson complained today that people were trying to profit from her family's loss by selling halloween masks portraying both the victim and the murder suspect. simpson's ford bronco and a glove retrieved outside mr. that decision will not come until at least tuesday. murder and domestic violence is no laughing matter, and the total disrespect for grieving families in general is appalling."" after long keeping silent, members of the brown family have recently begun to speak about their feelings that they have been exploited by people trying to sensationalize and profit from their loss. simpson wore on both his college and professional football jerseys.","as jury selection in the murder case against o. j. simpson entered its fourth day, a sister of nicole brown simpson complained today that people were trying to profit from her family's loss by selling halloween masks portraying both the victim and the murder suspect.   the sister, denise brown, went public with her complaint in a written statement distributed to reporters. in court, eight potential jurors were questioned today and four others were dismissed."
"a german nurse jailed for life last year for murdering two patients is now a suspect in at least 33 more deaths, investigators said wednesday, adding that he has admitted to have killed even more. nils h. eventually admitted to injecting some 90 patients with the drug so he could then try to revive them and, when successful, shine as a saviour before his medical peers. the sweeping investigation is expected to take many more months.","a german nurse jailed for life last year for murdering two patients is now a suspect in at least 33 more deaths, investigators said wednesday, adding that he has admitted to have killed even more."
"japan’s nuclear catastrophe has triggered a wave of debate across nations about the future of nuclear energy, but everyone can agree that safety improvements are needed now. the nuclear industry is dominated by a handful of companies. on march 12 the american nuclear society noted the dire events, but continuing the tradition of risk analysis in the industry reassured us: in an event like this, “containing the radioactive materials could actually be considered a ‘success’ given the scale of this natural disaster that had not been considered in the original design. –charles perrow, emeritus professor of sociology, yale university, is the author of the next catastrophe.","japan's nuclear catastrophe has triggered a wave of debate across nations about the future of nuclear energy, but everyone can agree that safety improvements are needed now. by charles perrow, contributor fortune -- we continue to populate our planet with systems that have catastrophic potential despite the known risks. case in point: nuclear power plants,…"
"thanks to the huffington post's shame-on-you report, credit card companies

taking a cut of charitable donations made to haiti relief efforts using credit cards. at

, software developers have banded together to donate 100% of profits from a growing number of apps -- there's skeeball and balloon boy -- to the red cross. halo's parent company, bungie, will donate money based on how many players are online (all video game and halo details

if you go gaga for the lady herself, here's the perfect justification to grab tickets to her radio city concert on jan.","thanks to the huffington post&#039;s shame-on-you report, credit card companies stopped taking a cut of charitable donations made to haiti relief efforts using credit cards.  other companie"
"at this california home, be the king of your own castle — literally. the four-bedroom, 3½-bathroom house comes complete with turrets, a fountain and stained-glass windows. the owner started construction in 1976 and only finished a few years ago. the average sale price in the castle’s zip code is $316,900, according to zillow, so this place is pretty steep by comparison. “it’s a pain in the butt,” jokes a representative who answered the phone at allgower’s office. “","at this california home, be the king of your own castle — literally. a bona fide castle is on the market in the town of oak glen for the relatively inexpensive price of $999,000. (it’s been on and …"
"the knicks’ derrick rose welcome video is just one giant troll job. each highlight is of rose against the knicks, and virtually all of them involve a player the knicks just traded to chicago. the video — at least for now — still exists here.","the knicks’ derrick rose welcome video is just one giant troll job. each highlight is of rose against the knicks, and virtually all of them involve a player the knicks just traded to chicago.…"
is suing her co-star for $25 million ... claiming the woman got her falsely painted as a violent criminal. apparently authorities disagree ... thomas was arrested after the fight and she's been charged with assault and criminal possession of a weapon.,"""blood, sweat & heels"" star geneva thomas is suing her co-star for $25 million ... claiming the woman got her falsely painted as a violent…"
"police in thailand questioned the wife of british journalist andrew macgregor marshall on friday, reportedly grilling the thai national over recent social media posts by her husband that may have breached the country’s strict lèse-majesté laws. he also linked the questioning directly to unflattering photographs of thailand’s crown prince maha vajiralongkorn published this week by german tabloid bild, which marshall has shared on social media. thitirat insisted the photographs were “doctored,” and said marshall was responsible. “",insulting the monarchy in thailand is punishable with lengthy jail terms
"sagamihara, japan—a man broke into a residence for disabled adults outside tokyo early tuesday morning and stabbed to death 19 people, authorities said, one of the worst mass murders in recent decades in a country known for its low crime rate.","a man broke into a residence for the disabled outside tokyo early tuesday morning and stabbed to death 19 people, authorities said, one of the worst mass murders in recent decades in a country known for its low crime rate."
"families move for a wide variety of reasons. the quality of local schools was a key factor in our analysis. the second largest city in the hawkeye state, cedar rapids is america's best city for children and by a fairly wide margin. 80% of the area's students test as proficient in math and 74% in reading and language arts. cedar rapids also has the fourth lowest child poverty rate of any major metro in the u.s. about 11% of children in the cedar rapids area live below the poverty line. that is the second highest rate of economic upward-mobility of any metro area in the country. a child's health and safety is the top concern for most parents and on that front the norwich metro area, which includes the city of new london, rates very well. proficiency in the bridgeport school district is around 50% in both reading and math, while the graduation rate is 67%. thus, while the metro area as a whole rates well for children, it is important to consider where exactly in the area your children will attend school. the area has nine bowling alleys, four arcades and one of the country's best minor league baseball venues. to find the best cities for children, smartasset looked at data on children's health, education and quality of life in every u.s. we considered 13 factors in all, as described below. to gauge the schools in a metro area, we looked at the metro-wide graduation rate, weighting each school district's graduation rate based on the size of the student body. we considered the infant mortality rate (deaths per 100,000 births) and child mortality rate (deaths per 100,000 children age 18 or younger). we looked at the child poverty rate in each metro and the intergenerational mobility (a measure of economic opportunity created by researchers at harvard).","families move for a wide variety of reasons. in one u.s. census bureau survey of americans who had recently relocated, roughly half of all respondents cited housing as the primary reason for their"
"by nancy mills special to the daily news

thursday, march 22th 2001, 2:20am

hollywood - jason lee's story sounds too good to be true. seven years ago, he was a 23-year-old professional skateboarder growing bored with his sport. i just tried it on a whim because it seemed like it would be fun."" he hasn't stopped working since, including a star-making performance as an insecure rock singer in ""almost famous."" in this romantic farce, about mother-daughter grifters played by sigourney weaver and jennifer love hewitt, lee plays a bartender who falls in love with a young woman trying to set him up for a con. he's very sweet and very understanding and forgiving. in school, i was hyper and goofy,"" he says. ""","hollywood - jason lee's story sounds too good to be true. seven years ago, he was a 23-year-old professional skateboarder growing bored with his sport. so he said to himself, ""i like movies. wouldn't it be interesting to play characters?""""i didn't know anything about acting,""he says, laughing at his innocence. ""i just tried it on a whim because it seemed like it would be fun.""it"
