prediction,actual
"by michele mcphee daily news police bureau chief

monday, november 24th 2003, 1:03am

they strut the streets of chinatown and flushing in packs, knives secreted in satin jackets, biceps tattooed with dragons. so far they have largely targeted black and hispanic teens who trespass on their turf. ""there have not been an alarming number of incidents involving them,"" tartaglia said. "" but the daily news has learned that the nypd is forming an asian-crime task force to deal with the gang and an influx of criminal activity in the immigrant chinese community. 30, brothers eddie and omar donis were standing outside a duane reade drugstore in flushing when they were set upon by at least a dozen american eagles members who beat them with baseball bats before slashing them with knives and broken bottles, according to a criminal complaint. there are a lot of stories about them,"" said eddie donis, 15, who was stabbed in the stomach and underwent surgery to remove part of his damaged intestines.","they strut the streets of chinatown and flushing in packs, knives secreted in satin jackets, biceps tattooed with dragons. the teen thugs call themselves ""a-e""for american eagles or asian empire, and they mark a resurgence of organized chinese street gangs. ""this is the first new asian gang we've seen since all the heads of the flying dragons and ghost shadows went to jail,""said one"
"new york - jamie dimon, chairman and chief executive of jpmorgan chase, used his annual letter to shareholders to rail against “contrived’’ and confusing financial rules that he said may stymie lending. he championed the use of derivatives and the right of banks to lobby lawmakers and hailed the us economy and corporations as engines of job growth. “we have hundreds of rules, many of which are uncoordinated and inconsistent with each other,’’ dimon said in the 38-page letter, his longest since becoming chief executive in december 2005. “ simplicity, clarity, and speed would be better for the system and better for the economy.’’","jamie dimon, chairman and chief executive officer of jpmorgan chase, used his annual letter to shareholders to rail against “contrived’’ and confusing financial rules that he said may stymie lending."
"inside the darkened shell of the original filene’s store, debra taylor blair glimpsed the beginning of a new life for downtown boston. the major performance theaters have been modernized, and new technology tenants are bringing a younger workforce to the area. the kensington, an apartment tower being constructed near where chinatown meets downtown crossing, will feature a pool, solarium, and yoga lounge. lisa macalaster, a sales associate with coldwell banker residential brokerage, said that downtown is finally emerging as a viable housing alternative to boston’s other neighborhoods, where a shortage of available units is pushing buyers to look elsewhere. “this feels like the next exciting rebirth of boston,” she said during the recent tour of the area. “ more than 600 housing units are under construction at the edge of what was once the combat zone. a former barnes & noble bookstore is ­also available across the street, and the owners of lafayette city center are planning to convert part of the office complex into retail space. the downtown’s live-work dynamic is really starting to catch on.”","promised for years, the revitalization of the city’s long-struggling downtown is finally underway, with construction of new residential towers transforming the largely commercial area into a full-blown neighborhood. the supply of housing is planned to double to more than 10,000 units in coming years, according to the boston redevelopment authority, which is also seeing a sudden influx of new retail shops and restaurants."
"chris hansen, the arena investor who wants to bring the nba and nhl to town, says seattle is one of the best -- if not the best -- cities in the country in which to start up two more teams. but an expert panelist for the king county council says seattle is actually the third-worst city in the country for adding two more teams. ""right now, given the teams that we have -- we have four right now, including the wnba -- we rank no. that ends up being arithmetically impossible."" ""based on this test, seattle does not compare favorably with new york or los angeles as a place for a new professional sports team,"" said conway, who is on the uw's geography faculty and founded dick conway & associates. weeknight events at a new arena would add about 6,000 cars to the road, mostly on interstates 5 and 90, he said, which already carry 17,000 to 18,000 cars during rush hour. but because hansen expects most arena traffic to occur between 6 p.m. and 7 p.m., seattle's rush hour would effectively be extended about another hour, macdonald said. considering all six seattle teams, there would be six weeknights a year on which multiple sports events would occur, macdonald said. under the agreement, the city and county would contribute $200 million total, obtained via bonds, to the arena project if hansen can nail down both an nba and nhl team. if only an nba team is involved, the city would contribute $115 million and the county would front just $5 million. the arena would still be built, with the extra cost being made up by hansen's investment group. ""it is very unlikely,"" he added, ""that you would see, at least in my opinion, any adverse effects on king county's general budget as a result of this proposal."" follow him on twitter at twitter.com/njeaton. visit seattlepi.com's home page for more seattle news.","<p>chris hansen, the arena investor who wants to bring the nba and nhl to town, says seattle is one of the best -- if not the best -- cities in the country in which to start up two more teams. but an expert panelist for the king county council says seattle is  actually the third-worst city in the country for adding two more teams.</p>"
"acquia, a burlington company that sells software and services for web publishers and e-commerce businesses, looks like it’s taking another step on the road to an initial public offering. it is no secret acquia is on a path to going public.","the company has appointed christine komola, the chief financial officer of staples inc., to its board of directors. komola also will be the first chairwoman of acquia’s audit committee."
"a 380kg welsh woman, who was once dubbed “the fattest teenager in britain”, had to be lifted from her house in a crane so paramedics could rush her to hospital for vital treatment. ""they had a big crane and the main road was closed for around an hour. ms davis has battled the bulge for much of her life and was sent to fat camp in 2008 after her weight ballooned out to 63 stone – 400kg.","a 380kg welshwoman, who was once dubbed &ldquo;the fattest teenager in britain&rdquo;, had to be lifted from her house in a crane so paramedics could rush her to hospital for vital treatment."
"bill madison's office at the dispute resolution center boasts five pictures and ornaments depicting an emaciated don quixote riding into the thick of the human muddle on top of his dilapidated steed, rocinante. its hours are mondays through thursdays from 9 a.m. to 9 p.m. and fridays from 9 a.m. to 5 p.m.

bill madison is a spirited, witty man who thrives on the procession of raw material for soap opera, comedy and tragedy that comes before him and remains unjaded by it all. madison is talking about the need for the mediators to create ''a supportive climate'' when the bout of sociologese is interrupted by shouting and cursing in the corridor. madison calms her down and sends for james warren, a mediator. the gillian woman, a waitress who must get up at 5:30 a.m., brought action against magdalena and her husband for playing their stereo late at night very loudly and murdering her sleep. the flare up in the corridor occurred after the two parties had met with mr. the room is bare except for a folding table and three chairs. you think you're under rent control you can do anything,'' he blurts.","bill madison's office at the dispute resolution center boasts five pictures and ornaments depicting an emaciated don quixote riding into the thick of the human muddle on top of his dilapidated steed, rocinante.   mr. madison's affinity for the quirky knight-errant may not be a coincidence since he and his staff spend long workdays in the office at 425 west 144th street trying to wrest peace pacts from the hundreds of litigious quarrels that are brought to him by feuding neighbors, landlords, tenants, employers, employees, lovers, married couples and friends.   the five-year-old center operates, according to its brochure, ''as an alternative to arrest and prosecution for cases involving crimes between relatives, friends and neighbors.'' it utilizes the techniques of labor arbitration and it has the blessing of the police department, the offices of the district attorneys and the city's courts because it helps ease congested court calendars. all three refer cases to the center."
"it is as something of a flash in the pan that i see the project of otis elevator and another company in westchester looking into cogeneration for more economic energy (''study rejects joint energy plan,'' sept. the cogeneration option is around in many industries as it is in many localities in the form of district heating and energy. manhattan has some cogeneration but it is from an old practice. letters for publication should include the writer's name, address and telephone number.","it is as something of a flash in the pan that i see the project of otis elevator and another company in westchester looking into cogeneration for more economic energy (''study rejects joint energy plan,'' sept. 20). united technologies corporation, its parent company, has had an engineering project looking into cogeneration technology near washington, d.c., under a contract with the department of energy. it also has an energy group on the west coast, looking into windmill power."
"it's encouraging when schools such as louis d. brandeis high school in manhattan can excite students from poor minority neighborhoods with great literature. what was even more striking in deirdre carmody's report about brandeis in the times, though, is not the words of literary giants but those of a young man from harlem. i take knives, sticks and chains every time i leave the house.","criminal classic lesson   it's encouraging when schools such as louis d. brandeis high school in manhattan can excite students from poor minority neighborhoods with great literature. what was even more striking in deirdre carmody's report about brandeis in the times, though, is not the words of literary giants but those of a young man from harlem."
"the mobil oil corporation has made its mark in the advertising world as a tough media street fighter that has pioneered an aggressive style of advertising in explaining oil industry profits, pricing and policy decisions. from the moment the new york state assembly began to consider a package of five taxes designed to aid mass transit, mobil was in the forefront of opposition, buttonholing legislators and taking out $80,000 worth of ads in 14 state newspapers. this tough talk was followed by more conciliatory words by the end of the week. wanted to make a point'

''i don't think they intended to handle it more smoothly,'' said lloyd n. newman, an executive vice president with the public relations firm of manning, selvage & lee and former president of the new york chapter of the public relations society of america. ''i think they wanted to make a dramatic point. a lot could have been done behind the scenes, but they didn't choose to do so. it is very important to explain all the factors that go into an increase. indeed, at least once during mobil's antitax campaign, the company's visibility drew attention to its opposition and gave it a large public forum.","the mobil oil corporation has made its mark in the advertising world as a tough media street fighter that has pioneered an aggressive style of advertising in explaining oil industry profits, pricing and policy decisions.   public relations experts have generally given mobil high marks for its techniques. but yesterday, many said mobil might have overplayed its aggressiveness and embarrassed itself with a series of price reversals this week in response to new state taxes on oil companies.   ''it looked like they were out to gouge the public,'' said an executive vice president at one of the largest public relations firms in new york. ''it was a serious public relations mistake. they ended up going through a lot of grief they didn't have to.''"
"a wild patience has taken me this far poems 1978-1981. sometimes they were little life histories with a moral point: this was the way life was to be lived, against these odds, at this cost. and granting, even, that it is women who are most often ''strung in bondage,'' does that truly mean the following: ...i know my imagination lies: in the name of freedom of speech they are lynching us no law is on our side there are no boundaries no-man's-land does not exist. and while i do not underestimate male power, i find suspect her belief in lesbian purity. she is, however, no longer the modest girl auden introduced in 1951. it is entirely like her in the long poem ''culture and anarchy'' not only to take the title from matthew arnold (and to provide a footnote to the source) but to ground the poem in a sort of lyric monologue which she conducts with herself as she considers the 19th-century women's voices that she quotes.","a wild patience has taken me this far poems 1978-1981.  by adrienne rich.  61 pp. new york: w.w. norton & co.  cloth, $12.95. paper, $4.95.     impatiently, my mother used to say to me when i was young, why is all the poetry you like about sex and death? maybe she said love and death, but i don't think so. had she added nature she would have defined for me the major themes of lyric poetry. she wrote occasional poems, observing the beginning of a season, honoring a marriage or a child's birth. sometimes they were little life histories with a moral point: this was the way life was to be lived, against these odds, at this cost. but whatever the poems were about, they were grounded in female experience, they were personal and they were deeply felt.  ordinary life, she insisted, was to be celebrated, the past was to be used and remembered, and conduct was judged.   adrienne rich's poetry is not occasional, but its intent is precisely to celebrate, to bear witness and to forge connections between women's lives and their histories. and it is surely about sex: ''two women sleeping/ together have more than their sleep to defend.'' we are trying to live in a clearheaded tenderness- i speak not merely of us, our lives are 'moral and ordinary' as the lives of numberless women- it is also fiercely judgmental.  ...when did we ever choose to see our bodies strung in bondage and crucifixion across the exhausted air when did we choose to be lynched on the queasy electric signs of midtown when did we choose to become the masturbator's fix"
"thomas hart benton, the american regionalist painter who was jackson pollock's teacher and harry s. truman's favorite artist, has long been associated in the public ken with the earthy art and people of his native missouri and middle west. miss burroughs, from her home in the vineyard, said: ''to me, the most important element is that he quite dramatically turned his back on abstract modern art. nature got to him on the secluded massachusetts island. most people thought he was strictly from missouri in his outlook. flourished during depression

there are a number of paintings of menemsha fishermen along the wharves. walking along south beach, benton recalled, ''we used to pick up scotch and rye, good golden wedding canadian whisky.'' of his role as an american painter, miss burroughs quotes benton: ''regionalism has become a fashionable term now.","thomas hart benton, the american regionalist painter who was jackson pollock's teacher and harry s. truman's favorite artist, has long been associated in the public ken with the earthy art and people of his native missouri and middle west. the muralist depicted farmers' scything hay, gaunt ozark hillbillies, black sharecroppers, soldiers in honkytonks, miners hunched over from years in the pits and riverboats on the mississippi.   another view of his work emerges in a biography that emphasizes a less well-known aspect of his creative life -painting the islanders and coastal scenes of martha's vineyard, where he spent his summers from 1920 until his death in 1975 at the age of 86. ''thomas hart benton: a portrait'' by polly burroughs is published by doubleday."
"the last major scheduled test of the space shuttle columbia was completed yesterday, but space agency officials said that they would not know until late tomorrow if the refurbished insulation on the huge shuttle tank withstood the fueling exercise. preliminary inspections, conducted while the 15-story-high external tank was being filled with supercold propellants, disclosed no evidence that any of the cork-epoxy insulation had come unglued, george f. page, the launching director at the kennedy space center in florida, reported. if the inspections reveal any substantial damage to the tanks, however, the columbia's first orbital flight could be postponed for several weeks.","the last major scheduled test of the space shuttle columbia was completed yesterday, but space agency officials said that they would not know until late tomorrow if the refurbished insulation on the huge shuttle tank withstood the fueling exercise.   preliminary inspections, conducted while the 15-story-high external tank was being filled with supercold propellants, disclosed no evidence that any of the cork-epoxy insulation had come unglued, george f. page, the launching director at the kennedy space center in florida, reported. in a similar fueling operation last january, several large patches of insulation came loose, setting back launching plans and requiring $2.5 million worth of repairs."
"21— this old german seafaring city has been watching the political winds since the 13th century and observes the present east-west storm with a very canny eye. accordingly, it is perhaps less impressed by president reagan's nuclear arms proposals than the present west german government in bonn. reagan's proposals worth considering -all this directed from moscow at the leaders of the anti-nuclear demonstrators in west germany. just as it rejected the marshall plan as a trap, and the baruch, acheson, lillienthal and eisenhower plans for the control of nuclear weapons as american tricks to dominate europe and therefore threaten the soviet union, so it is now condemning the reagan proposals as another u.s. but the facts can be measured or at least clarified. moscow has rejected washington's analysis as nonsense and insisted there is no imbalance except the one mr. but it has been thrown into the arena of public opinion, and at least moscow can take mr. now, however, he is entitled to a fair hearing from them all.",this old german seafaring city has been watching the political winds since the 13th century and observes the present east-west storm with a very canny eye.   over half of it was totally destroyed in the last world war and has now been restored and modernized with exquisite taste. it is only 20 miles from the soviet tanks in communist east germany. it is also a center of the popular west german publishing houses that have dramatized the european anti-nuclear peace demonstrations.
"california (al) - optioned john d'acquisto, pitcher, to salt lake city farm club. miami (afc) - signed tom vigorito, running back from virginia, a fifth-round draft pick.","baseball   california (al) - optioned john d'acquisto, pitcher, to salt lake city farm club."
"san salvador, may 5— president alvaro magana installed his new cabinet tuesday night, and it gave virtually equal representation to the three major political parties, as he had promised. jaime abdul gutierrez, who was the ranking military member of the junta, appeared to give the defense minister unchallenged control of the armed forces. members of the national conciliation party will serve in three other posts. a conservative independent, manuel antonio robles, will be minister of planning, and another independent, manuel isidro sermeno, will be minister of the interior.","president alvaro magana installed his new cabinet tuesday night, and it gave virtually equal representation to the three major political parties, as he had promised.   mr. magana, in a swearing-in ceremony at the presidential palace, said the appointments were a sign that the government was ''continuing to consolidate its efforts for true national unity.''   four cabinet ministers retained the posts they had held under the civilian-military junta, including the defense minister, gen. jose guillermo garcia, and the foreign minister, fidel chavez mena, a ranking member of the centrist christian democratic party."
"14— the sinister christmas issue of a communist party paper blaming poland's troubles on jews provides a glimpse of the power struggle under military rule. anti-semitic graffiti have appeared in warsaw. but the szczecin paper was far more overt than anything before in giving formal communist sanction to anti-semitic demagogy in an effort to divert hostility to the regime. the leader of the purge was mieczyslaw moczar, a high party official, and a close associate was stefan olszowski, now a politburo member in charge of polish media. olszowski have been open ri vals in the past. each has suffered and inflicted suffering. ugly as the use of anti-semitism is - in poland of all places, where millions of jews were murdered by the nazis - there are ironies that illuminate the present situation. if they go on, they'll make 'international zionism' popular.''","the sinister christmas issue of a communist party paper blaming poland's troubles on jews provides a glimpse of the power struggle under military rule.   the paper, the voice of szczecin, was published under strict censorship so presumably it has police as well as official party endorsement. it said jews had been causing trouble for poland since 1947, and recently tried to take power through dissidents.   this kind of smear is not new. anti-semitic graffiti have appeared in warsaw. leading solidarity advisers have been accused of links with ''zionist centers.'' a shadowy organization called grunwald emerged a year ago distributing nationalist and anti-semitic propaganda in a way that to many poles smacked of police provocation. grunwald was the site of a battle in 1410 when the poles beat the teutonic knights, a medieval symbol."
"by some accounts, it dates from the 1920's, but many people believe it actually got started when the author carter g. woodson founded negro history week in the 1930's, designating it the second week in february. tickets are free and may be picked up at the student activities office in the college center building or the theater box office. information: (201) 527-2044, (201) 527-2566 or (201) 527-2337. 27 at 1:30, the chuck davis dance company will give a children's performance, and three films -''umoja: tiger and the big wind,'' ''kuumba: simon's new sound'' and ''the seven wishes of joanna peabody'' - will be shown at 1:30 and 3 p.m.

richard alston, an east orange pianist, will give a concert at 3 p.m. next sunday, and the bobby watson quintet will perform on the 21st at 3 p.m.

the museum, at 49 washington street, is open daily from noon to 5 p.m. admission is free. the newark public library has scheduled several lectures and discussions. 27 at 2 p.m., susan robeson will discuss her book ''the whole world in his hands,'' on her grandfather, paul robeson. it includes photographs, flyers, books, posters, magazines and other items. the college is at 505 ramapo valley road (route 202). gallery hours are 11 a.m. to 4 p.m. monday and wednesday and 11 a.m. to 8 p.m. tuesday (closed feb. another comprehensive exhibit, created by the smithsonian for the bicentennial, is ''the black presence in the era of the american revolution,'' which will be at the bergen community museum from feb. a separate part focuses on the ''new jersey presence in the era of the american revolution.''","by some accounts, it dates from the 1920's, but many people believe it actually got started when the author carter g. woodson founded negro history week in the 1930's, designating it the second week in february.   whatever its origin, black history month has become a tradition each february, bringing with it special performances, films, lectures, exhibits and celebrations, many of them free.   here is a sampling of the offerings scheduled this year: the celebrations open with flair tomorrow night in ''an evening with geoffrey holder,'' the actor, director, dancer, choreographer, impressionistic painter, designer, composer and author. mr. holder is said to do ''a little bit of everything'' in the evening, all of it amusing and entertaining. he will appear at kendall hall of trenton state college at 8 p.m., and admission is $1.   nikki giovanni, the poet, will appear at the college on feb. 17 with a creative writing session at 1 p.m., an autograph session at 4 p.m. and a lecture and poetry presentation at 8 p.m. in the brower student center ($1)."
"media giant sony have acquired the online video startup grouper, according to a press release. the current management will stay on at grouper, working with a team at sony pictures entertainment. what's pretty clear is that this is a technology buy, since grouper hadn't even made a dent in web-based services like myspace video, youtube and yahoo video.","media giant sony have acquired the online video startup grouper, according to a press release. the current management will stay on at grouper, working with a team at sony pictur..."
"about a year ago, apple announced it would make your home a lot smarter with its siri-controlled homekit. third-party devices enabled with homekit are slated to come to market in june, an apple spokesman told the newspaper.","third-party devices enabled with homekit are slated to come to market in june, an apple spokesman told the wall street journal."
"and allergan plc, the maker of botox, are considering a merger, the wall street journal reported, setting the stage for what could be one of the largest deals in the drug industry’s history. that was one of the reasons pfizer sought to acquire astrazeneca last year before eventually withdrawing its proposal. allergan has been active on both sides of the deal table and has accounted for about $131 billion in deals over the past two years. sales at allergan, which has a market capitalization of about $113 billion, have benefited from sales of specialty drugs including the cosmetic drug botox and namenda for alzheimer’s disease.","pfizer inc. and botox-maker allergan plc are considering a merger, the wall street journal reported, setting the stage for what could be one of the largest deals in the drug industry’s history."
"frankfurt, aug 11 (reuters) - european exporters glimpsed the possible progressive erosion of lucrative benefits from the weak euro on tuesday, as china's surprise devaluation made foreign goods more expensive for its consumers and corporate customers. european companies from l'oreal to siemens have benefited from the euro's weakness making their products cheaper abroad and lifting the value of sales in other currencies, while chinese growth has masked weakness elsewhere. ""the biggest impact is what this says about chinese growth,"" said liberum consumer goods analyst robert waldschmidt. "" evercore autos analyst arndt ellinghorst said the 2 percent devaluation would not be material for german carmakers, with zero impact this year thanks to hedging and an operating profit impact of around 1 percent next year. state-sponsored huawei is already neck and neck with sweden's ericsson in telecoms equipment and analyst sylvain fabre at gartner said the devaluation could further strengthen its hand and that of peer zte. ""what is true is that the chinese vendors will have the ability to cut price a bit more if they so choose."" (","frankfurt, aug 11- european exporters glimpsed the possible progressive erosion of lucrative benefits from the weak euro on tuesday, as china's surprise devaluation made foreign goods more expensive for its consumers and corporate customers. china is the second-biggest buyer of eu goods after the united states, accounting for 14 percent of exports from the..."
"11/24/2015 at 04:20 pm est

in tyler shields' new star-studded, marie antoinette-era photo series

, and people has an exclusive first look at the

actress rocking a powdered wig and period costume. jaime king in tyler shields' decadence

roden, 29, also posed for her pal shields'

opens at the maddox gallery in london on feb.","decadence opens at the maddox gallery in london on feb. 4, 2016."
"01/19/2016 at 08:05 pm est

reeling from the news of

is longtime friend and fellow musician

""i knew him for 50 years,"" an emotional seger told

. "" ""he had a drive, an imagination and a talent that was just titanic,"" said seger. "" seger, who co-wrote the eagles' 1979 smash ""heartache tonight,"" also credited frey with being the true leader of the iconic band. in november, henley told seger that frey had been hospitalized in new york. about a month ago, they had to throw up their hands."" the first thing he'd say to me – normally he'd start with a joke or something – but then he'd say to me, 'isn't it amazing, bob, we're still doing this at our age?","""he had a drive, an imagination and a talent that was just titanic,"" seger tells billboard"
"from bookmakers to ""super bowl squares"", gambling on the outcome of the super bowl is big business.here's a look at some of the more unusual proposition bets (wagers on a very specific outcome) that are being taken on the ""big game"" by one of the premier online gambling sites, bodog.com this year for the indianapolis colts vs. new orleans saints matchup in miami, fl on sunday, february 7th.by brian beers, senior producer for cnbc.com","here's a look at some of the more unusual proposition bets that are being taken on the ""big game"" by one of the premier online gambling sites, bodog.com this year."
"a massachusetts-based startup is aiming to launch a ride-hailing service where all the drivers — and customers — are women. chariot for women, the brainchild of a former uber driver in the boston area, aims to launch its women-based driving service nationwide on april 19. pelletz said he plans for chariot for women to “have offices very soon in every major city across the country.”",a massachusetts-based startup is aiming to launch a ride-share service where all the drivers — and customers — are women.
"manager, strategic maintenance and material planning, jetblue airways

tim russo had never really known anyone with autism before. but they talk every single day about flight patterns and jetblue.” that was a magical day for me,” jason harris says. russo – and many other employees at jetblue who have gotten to know jason, now 16, over the years – is working with the harris family to discuss jason’s career path, and his promising future in aviation. “","location: queens, n.y.
 
tim russo had never really known anyone with autism before. but in september 2013, when he was volunteering at jetblue’s blue horizon for autism event, which lets fa..."
"bernie sanders said tuesday that his primary bid against hillary clinton was far from over, pointing to his victory in indiana and strength in upcoming races as a sign of his durability in the presidential campaign. sanders’ win in indiana likely won’t make much of a dent in clinton’s lead of more than 300 pledged delegates. sanders said in the interview that he would be the best-positioned democrat to take on republican donald trump, who is now the likely republican nominee after texas sen. there is nothing more i would like than to take on and defeat donald trump, someone who must never become president of this country.”",hillary clinton is more than 90% of the way to clinching the democratic nomination.
"if comedian eddie griffin didn't know the n-word was banned and buried, he found out when the publisher of black enterprise magazine pulled the plug on his raunchy standup routine. griffin, who headlined a soldout show at black enterprise's 14th annual golf and tennis challenge in miami on friday, was about 10 minutes into his n-word-laced act when publisher earl graves turned off the mike. ""we at black enterprise will not allow our culture to go backward,"" graves said. ""","if comedian eddie griffin didn't know the n-word was banned and buried, he found out when the publisher of black enterprise magazine pulled the plug on his raunchy standup routine."
"17— as jury selection in the murder case against o. j. simpson entered its fourth day, a sister of nicole brown simpson complained today that people were trying to profit from her family's loss by selling halloween masks portraying both the victim and the murder suspect. that decision will not come until at least tuesday. on friday, judge ito hinted that he was sympathetic to the defense argument and might bar any test results produced after a certain date from the trial. simpson and his former wife were in ""extremely bad taste."" murder and domestic violence is no laughing matter, and the total disrespect for grieving families in general is appalling."" also dismissed was a potential juror who said she had suffered domestic violence for many years.","as jury selection in the murder case against o. j. simpson entered its fourth day, a sister of nicole brown simpson complained today that people were trying to profit from her family's loss by selling halloween masks portraying both the victim and the murder suspect.   the sister, denise brown, went public with her complaint in a written statement distributed to reporters. in court, eight potential jurors were questioned today and four others were dismissed."
"a german nurse jailed for life last year for murdering two patients is now a suspect in at least 33 more deaths, investigators said wednesday, adding that he has admitted to have killed even more. but they added that the tall and heavyset man had also admitted to killing other patients at another hospital nearby -- the oldenburg clinic, without giving a figure. the grisly case dates back to 2005, when a colleague witnessed niels h. injecting a patient at the delmenhorst hospital. the sweeping investigation is expected to take many more months.","a german nurse jailed for life last year for murdering two patients is now a suspect in at least 33 more deaths, investigators said wednesday, adding that he has admitted to have killed even more."
"japan’s nuclear catastrophe has triggered a wave of debate across nations about the future of nuclear energy, but everyone can agree that safety improvements are needed now. documents show regulators and managers in japan treated “worst case” events as outliers—not real risks. the nuclear industry is dominated by a handful of companies. but perhaps a more threatening form of concentration in this dangerous industry is at the facility level.","japan's nuclear catastrophe has triggered a wave of debate across nations about the future of nuclear energy, but everyone can agree that safety improvements are needed now. by charles perrow, contributor fortune -- we continue to populate our planet with systems that have catastrophic potential despite the known risks. case in point: nuclear power plants,…"
"thanks to the huffington post's shame-on-you report, credit card companies

taking a cut of charitable donations made to haiti relief efforts using credit cards. 24 -- she's

all cash from ticket sales to relief efforts. last but not least: if you're itching to update your look, handbag designer extraordinaire

will hand over 25% of your purchase to the red cross and doctors without borders through jan.","thanks to the huffington post&#039;s shame-on-you report, credit card companies stopped taking a cut of charitable donations made to haiti relief efforts using credit cards.  other companie"
"at this california home, be the king of your own castle — literally. over the 7-acre estate, there’s also an apple orchard, grape vines and cherry blossom trees. “there are deer, bobcats, bears — so it’s completely enclosed now,” allgower adds. “ the average sale price in the castle’s zip code is $316,900, according to zillow, so this place is pretty steep by comparison.","at this california home, be the king of your own castle — literally. a bona fide castle is on the market in the town of oak glen for the relatively inexpensive price of $999,000. (it’s been on and …"
"the knicks’ derrick rose welcome video is just one giant troll job. as the video rolls on, calderon gets embarrassed by a stepback jumper, then a drive to the hoop where lopez misses another block while helping calderon. it continues, for almost all of the 1:02 the video lasts.","the knicks’ derrick rose welcome video is just one giant troll job. each highlight is of rose against the knicks, and virtually all of them involve a player the knicks just traded to chicago.…"
is suing her co-star for $25 million ... claiming the woman got her falsely painted as a violent criminal. apparently authorities disagree ... thomas was arrested after the fight and she's been charged with assault and criminal possession of a weapon.,"""blood, sweat & heels"" star geneva thomas is suing her co-star for $25 million ... claiming the woman got her falsely painted as a violent…"
"police in thailand questioned the wife of british journalist andrew macgregor marshall on friday, reportedly grilling the thai national over recent social media posts by her husband that may have breached the country’s strict lèse-majesté laws. he also linked the questioning directly to unflattering photographs of thailand’s crown prince maha vajiralongkorn published this week by german tabloid bild, which marshall has shared on social media. marshall insists his wife is not involved in his journalism. “",insulting the monarchy in thailand is punishable with lengthy jail terms
"sagamihara, japan—a man broke into a residence for disabled adults outside tokyo early tuesday morning and stabbed to death 19 people, authorities said, one of the worst mass murders in recent decades in a country known for its low crime rate.","a man broke into a residence for the disabled outside tokyo early tuesday morning and stabbed to death 19 people, authorities said, one of the worst mass murders in recent decades in a country known for its low crime rate."
"families move for a wide variety of reasons. the quality of local schools was a key factor in our analysis. we also looked at air quality and water quality measures, infant and child mortality rates, the percentage of children with health insurance and intergenerational mobility. ( 80% of the area's students test as proficient in math and 74% in reading and language arts. cedar rapids also has the fourth lowest child poverty rate of any major metro in the u.s. that's half the average among the 200 largest u.s. try smartasset's free mortgage calculator. this nebraska city rates extremely well for environmental quality and children's health. according to data from the harvard ""equality of opportunity"" project, children in rochester, minnesota enjoy the highest level of economic mobility of any major metropolitan area in the u.s. while parents should love the idea that their children have a great chance of economic ascension in rochester, kids in med city have a reason to rejoice as well. census bureau, the area is home to nine bowling alleys and two arcades. on average, schools in the bridgeport metro area (which includes stamford and norwalk) rate very well, with graduation rates of near 90% and proficiency in math and reading over 80%. kids in appleton should have no problem finding ways to pass the time (assuming they can bum a ride from their parents). we also looked at the frequency of water quality violations in each metro. to gauge the cost of living and cost of raising a child in each metro, we looked at the median home value. data on the population percentage of children, the poverty rate, the concentration of entertainment establishments and the median home value come from the u.s.","families move for a wide variety of reasons. in one u.s. census bureau survey of americans who had recently relocated, roughly half of all respondents cited housing as the primary reason for their"
"by nancy mills special to the daily news

thursday, march 22th 2001, 2:20am

hollywood - jason lee's story sounds too good to be true. seven years ago, he was a 23-year-old professional skateboarder growing bored with his sport. lee's first audition was for independent film maker kevin smith, who cast him as a slacker in ""mallrats"" opposite shannen doherty, then as ben affleck's pal banky in ""chasing amy."" he likes the idea of doing the right thing and enjoying life. if stardom comes, he's ready to avoid the pitfalls. ""people are surprised that i'm not the typical young hollywood actor,"" he says. "" i learned how to be professional at something and manage money.","hollywood - jason lee's story sounds too good to be true. seven years ago, he was a 23-year-old professional skateboarder growing bored with his sport. so he said to himself, ""i like movies. wouldn't it be interesting to play characters?""""i didn't know anything about acting,""he says, laughing at his innocence. ""i just tried it on a whim because it seemed like it would be fun.""it"
